name,genre,platform,user_score,critic_score,global_sales
Manhunt 2,Action,Wii,7.1,62.0,0.53
Just Dance 2015,Misc,XOne,7.5,70.0,0.53
The LEGO Movie Videogame,Action,XOne,6.9,69.0,0.53
Overwatch,Shooter,PC,6.8,91.0,0.53
Peter Jackson's King Kong: The Official Game of the Movie,Action,XB,8.5,82.0,0.53
Burnout Revenge,Racing,XB,8.4,89.0,0.53
Medal of Honor: European Assault,Shooter,XB,7.0,72.0,0.53
Ty the Tasmanian Tiger 2: Bush Rescue,Platform,PS2,8.2,71.0,0.53
The Lord of the Rings: The Fellowship of the Ring,Action,XB,6.6,59.0,0.53
NBA 06,Sports,PS2,6.3,63.0,0.53
Excite Truck,Racing,Wii,8.4,72.0,0.53
Magician's Quest: Mysterious Times,Role-Playing,DS,7.6,69.0,0.53
X-Men Legends,Role-Playing,GC,8.5,81.0,0.53
StarCraft II: Legacy of the Void,Strategy,PC,8.3,88.0,0.53
ModNation Racers,Racing,PSP,7.7,73.0,0.53
WWE SmackDown vs. Raw 2010,Fighting,DS,8.3,75.0,0.53
Oni,Action,PS2,7.8,69.0,0.53
Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,PSP,6.4,61.0,0.53
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Action,Wii,5.4,47.0,0.53
Terminator Salvation,Shooter,PS3,3.9,43.0,0.53
The Lord of the Rings: The Two Towers,Action,GC,8.7,82.0,0.53
Batman: Arkham City,Action,PC,8.6,91.0,0.53
Juiced,Racing,PS2,7.7,68.0,0.53
The Warriors,Action,PS2,8.5,84.0,0.53
Star Fox Command,Shooter,DS,7.3,76.0,0.53
Bulletstorm,Shooter,PS3,7.7,83.0,0.53
Return to Castle Wolfenstein: Operation Resurrection,Shooter,PS2,8.0,66.0,0.53
Mario Tennis: Power Tour,Sports,GBA,8.0,81.0,0.52
Seaman,Simulation,DC,8.4,82.0,0.52
Michael Jackson: The Experience,Misc,PS3,8.4,66.0,0.52
Stuntman: Ignition,Racing,PS3,6.2,76.0,0.52
F.E.A.R. 2: Project Origin,Shooter,X360,8.0,77.0,0.52
Mystery Dungeon: Shiren the Wanderer,Role-Playing,DS,8.2,69.0,0.52
GT Pro Series,Racing,Wii,4.0,41.0,0.52
Tiger Woods PGA Tour 11,Sports,X360,7.8,79.0,0.52
The Golden Compass,Action,PS2,5.2,46.0,0.52
Final Fantasy Chronicles,Role-Playing,PS,9.1,89.0,0.52
F1 2009,Racing,PSP,7.2,68.0,0.52
Syphon Filter 3,Shooter,PS,8.5,73.0,0.52
Metal Gear Solid 2: Substance,Action,PS2,9.0,87.0,0.52
Tales of Symphonia: Dawn of the New World,Role-Playing,Wii,7.1,68.0,0.52
NBA Live 08,Sports,X360,5.3,73.0,0.52
We Love Katamari,Puzzle,PS2,8.9,86.0,0.52
Sesame Street: Once Upon A Monster,Misc,X360,6.9,79.0,0.52
NCAA Football 2003,Sports,XB,8.2,90.0,0.52
We Cheer,Simulation,Wii,7.3,56.0,0.52
Madden NFL 07,Sports,PS3,4.2,76.0,0.52
LEGO Jurassic World,Action,WiiU,8.1,71.0,0.52
NBA Live 09,Sports,PS3,7.8,75.0,0.52
Rory McIlroy PGA Tour,Action,PS4,3.7,61.0,0.52
SingStar Dance,Misc,PS3,3.9,65.0,0.52
Lords of the Fallen,Role-Playing,PS4,6.6,68.0,0.52
Tomb Raider: Legend,Action,PS2,7.1,82.0,0.52
Freedom Fighters,Shooter,PS2,8.4,81.0,0.52
Silent Hill: Origins,Action,PSP,7.8,78.0,0.52
Gun,Shooter,XB,7.8,79.0,0.52
Fight Night Round 3,Fighting,PSP,8.1,74.0,0.52
The Punisher,Action,PS2,8.2,68.0,0.52
Kirby and the Rainbow Curse,Platform,WiiU,8.0,73.0,0.52
SSX On Tour,Sports,PS2,7.9,80.0,0.52
Disgaea 3: Absence of Justice,Role-Playing,PS3,7.5,78.0,0.52
Tony Hawk's Pro Skater 3,Sports,GBA,8.0,90.0,0.52
Way of the Samurai 3,Action,PS3,7.9,58.0,0.52
The Sims 2: Open for Business,Simulation,PC,8.6,78.0,0.52
Rune Factory 2: A Fantasy Harvest Moon,Role-Playing,DS,7.9,77.0,0.52
Harry Potter and the Prisoner of Azkaban,Action,GBA,8.1,69.0,0.52
SimAnimals,Simulation,DS,7.5,70.0,0.52
NBA Live 2002,Sports,PS,8.8,81.0,0.52
Way of the Samurai,Action,PS2,8.2,74.0,0.51
The 3rd Birthday,Role-Playing,PSP,6.1,71.0,0.51
Kung Fu Panda,Action,PS3,7.3,76.0,0.51
Epic Mickey 2: The Power of Two,Action,X360,5.5,59.0,0.51
Pac-Man Fever,Misc,PS2,6.3,47.0,0.51
Spectrobes: Beyond the Portals,Role-Playing,DS,7.7,70.0,0.51
HSX HyperSonic.Xtreme,Racing,PS2,8.4,53.0,0.51
Lair,Action,PS3,6.4,53.0,0.51
Madden NFL 2004,Sports,GC,7.7,94.0,0.51
Summoner,Role-Playing,PS2,7.8,74.0,0.51
Soul Sacrifice,Role-Playing,PSV,8.2,77.0,0.51
DC Universe Online,Role-Playing,PS3,7.4,67.0,0.51
NBA Live 07,Sports,PSP,7.5,64.0,0.51
IL-2 Sturmovik: Birds of Prey,Simulation,X360,8.4,80.0,0.51
The Walking Dead: Survival Instinct,Shooter,PS3,3.6,34.0,0.51
Major League Baseball 2K10,Sports,X360,7.6,76.0,0.51
Alice in Wonderland,Adventure,Wii,7.4,69.0,0.51
Ratatouille,Action,PS3,4.8,55.0,0.51
NBA Live 2004,Sports,XB,8.2,85.0,0.51
Iron Man,Action,DS,7.0,56.0,0.51
Alien: Isolation,Shooter,XOne,7.8,78.0,0.51
Pro Evolution Soccer 2010,Sports,Wii,8.4,82.0,0.51
Disney's Kim Possible: Revenge of Monkey Fist,Platform,GBA,8.8,62.0,0.51
Naruto Shippuden: Clash of Ninja Revolution 3,Fighting,Wii,8.1,74.0,0.51
Ace Combat Zero: The Belkan War,Simulation,PS2,8.4,75.0,0.51
Dragon Age: Origins,Role-Playing,PC,8.6,91.0,0.51
Dynasty Warriors,Action,PSP,7.3,62.0,0.51
NHL 07,Sports,PS2,4.6,76.0,0.51
SoulCalibur: Broken Destiny,Fighting,PSP,6.2,80.0,0.51
Dragon Ball: Raging Blast,Fighting,X360,7.5,56.0,0.51
Naruto Shippuden: Ultimate Ninja Storm 3,Fighting,X360,7.7,70.0,0.51
The BIGS,Sports,PS2,4.8,71.0,0.51
Dragon Ball Z: Supersonic Warriors,Fighting,GBA,7.0,73.0,0.51
NBA Ballers,Sports,XB,8.1,82.0,0.51
Silent Hill 4: The Room,Action,PS2,7.8,76.0,0.51
Capcom Classics Collection,Misc,PS2,8.4,78.0,0.51
Tiger Woods PGA Tour 13,Sports,X360,5.6,77.0,0.51
The Saboteur,Action,X360,8.2,73.0,0.51
Sonic Riders,Racing,PS2,7.2,55.0,0.5
Looney Tunes: Back in Action,Platform,PS2,7.5,51.0,0.5
NHL 09,Sports,X360,8.4,88.0,0.5
Bully: Scholarship Edition,Action,Wii,8.4,83.0,0.5
WWE SmackDown vs. RAW 2007,Fighting,X360,7.8,81.0,0.5
Midnight Club II,Racing,XB,7.6,86.0,0.5
Ratatouille,Action,Wii,6.7,62.0,0.5
Avatar: The Last Airbender,Adventure,GC,6.5,60.0,0.5
The Mummy Returns,Action,PS2,7.0,44.0,0.5
Hitman: Blood Money,Action,PS2,8.4,83.0,0.5
Lost: Via Domus,Action,PS3,6.9,54.0,0.5
Crash: Mind Over Mutant,Platform,PS2,6.5,73.0,0.5
Activision Anthology,Misc,PS2,7.7,75.0,0.5
Picross DS,Puzzle,DS,8.7,83.0,0.5
Pro Evolution Soccer 2012,Action,X360,6.6,78.0,0.5
Final Fantasy II Anniversary Edition,Role-Playing,PSP,7.1,63.0,0.5
Test Drive Unlimited,Racing,PSP,7.3,80.0,0.5
Unit 13,Shooter,PSV,7.5,71.0,0.5
R.U.S.E.,Strategy,PS3,7.3,76.0,0.5
Theatrhythm: Final Fantasy,Misc,3DS,7.8,78.0,0.5
Goldeneye 007: Reloaded,Shooter,X360,6.0,72.0,0.5
Star Wars: Jedi Starfighter,Simulation,PS2,8.3,81.0,0.5
Tactics Ogre: The Knight of Lodis,Role-Playing,GBA,9.1,88.0,0.5
Sega Bass Fishing,Sports,Wii,6.3,59.0,0.5
Dead or Alive Ultimate,Fighting,XB,8.7,83.0,0.5
RPG Maker,Role-Playing,PS,8.2,66.0,0.5
Major League Baseball 2K12,Sports,X360,6.4,68.0,0.5
Dance Dance Revolution Universe 2,Simulation,X360,7.4,65.0,0.5
Burnout Revenge,Racing,X360,8.1,89.0,0.5
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,Action,PS2,7.3,65.0,0.5
Monster Hunter,Role-Playing,PS2,8.9,68.0,0.5
NBA Street Homecourt,Sports,X360,8.2,80.0,0.5
Tony Hawk's Underground 2,Sports,GC,8.9,82.0,0.5
SplashDown: Rides Gone Wild,Racing,PS2,8.7,80.0,0.5
Shrek SuperSlam,Action,PS2,9.0,67.0,0.5
Rayman Advance,Platform,GBA,8.4,84.0,0.5
Wet,Shooter,X360,7.3,69.0,0.5
Fantastic 4,Action,PS2,7.8,64.0,0.5
Men in Black II: Alien Escape,Shooter,PS2,7.3,50.0,0.5
Alice: Madness Returns,Adventure,X360,8.1,70.0,0.5
Madden NFL 07,Sports,Wii,8.0,81.0,0.49
Spider-Man 2,Action,DS,5.0,61.0,0.49
Ridge Racer 3D,Racing,3DS,7.2,75.0,0.49
Picross 3D,Puzzle,DS,8.4,83.0,0.49
Dynasty Warriors: Gundam 2,Action,PS3,7.0,54.0,0.49
Super Monkey Ball 3D,Action,3DS,5.5,55.0,0.49
SpongeBob SquarePants: Creature from the Krusty Krab,Platform,Wii,5.6,57.0,0.49
F1 2012,Racing,X360,6.9,84.0,0.49
Tony Hawk's Project 8,Sports,X360,7.6,81.0,0.49
Bleach: Soul Resurreccion,Fighting,PS3,7.2,58.0,0.49
The Matrix: Path of Neo,Action,PS2,7.9,69.0,0.49
Dragon Ball Z: Supersonic Warriors 2,Fighting,DS,7.6,66.0,0.49
Sonic Lost World,Platform,3DS,6.5,59.0,0.49
WWE Wrestlemania X8,Fighting,GC,6.9,64.0,0.49
Boogie,Misc,Wii,5.3,57.0,0.49
GoldenEye: Rogue Agent,Shooter,XB,7.2,61.0,0.49
Fire Emblem: Radiant Dawn,Strategy,Wii,8.7,78.0,0.49
The Sims,Simulation,GC,7.7,85.0,0.49
Plants vs. Zombies: Garden Warfare 2,Shooter,PS4,7.7,81.0,0.49
Grandia III,Role-Playing,PS2,8.3,77.0,0.49
Ace Combat: Assault Horizon,Action,X360,6.2,78.0,0.49
Scarface: The World is Yours,Action,XB,8.4,76.0,0.49
Resident Evil: The Mercenaries 3D,Action,3DS,6.4,65.0,0.49
Star Wars Battlefront: Elite Squadron,Shooter,DS,5.0,61.0,0.49
SpongeBob SquarePants: Creature from the Krusty Krab,Platform,DS,7.3,56.0,0.49
Pokemon Art Academy ,Misc,3DS,7.7,76.0,0.49
Medal of Honor,Shooter,PC,6.4,72.0,0.49
Asphalt 3D,Racing,3DS,4.4,43.0,0.49
Crazy Taxi,Racing,GC,7.5,69.0,0.49
Dragon Ball Z: Burst Limit,Fighting,X360,7.6,72.0,0.49
Spy Hunter 2,Racing,PS2,6.4,57.0,0.49
Sniper: Art of Victory,Shooter,PC,3.6,36.0,0.49
Tales of Legendia,Role-Playing,PS2,7.7,72.0,0.49
FIFA Soccer 09,Sports,DS,6.1,84.0,0.49
Steel Diver,Action,3DS,6.3,58.0,0.49
Bravely Second: End Layer,Role-Playing,3DS,7.4,81.0,0.49
Alone in the Dark,Adventure,X360,5.7,58.0,0.48
Shrek the Third,Action,PS2,6.1,56.0,0.48
Need for Speed: Porsche Unleashed,Racing,GBA,7.8,62.0,0.48
Far Cry 2,Action,PC,5.8,85.0,0.48
NFL Street 2,Sports,XB,6.5,78.0,0.48
Rock Band Unplugged,Misc,PSP,8.6,79.0,0.48
Skylanders: SuperChargers,Action,WiiU,5.6,87.0,0.48
You're in the Movies,Misc,X360,5.5,55.0,0.48
Scene It? Lights Camera Action,Misc,X360,8.1,73.0,0.48
MotorStorm: Apocalypse,Racing,PS3,7.7,77.0,0.48
Dark Sector,Shooter,X360,7.5,72.0,0.48
Tiger Woods PGA Tour 07,Sports,X360,7.9,80.0,0.48
Plants vs. Zombies: Garden Warfare 2,Shooter,XOne,8.1,80.0,0.48
Mario Golf: World Tour,Sports,3DS,8.2,78.0,0.48
Secret Weapons Over Normandy,Simulation,PS2,8.2,81.0,0.48
Crash of the Titans,Action,DS,5.9,73.0,0.48
Lollipop Chainsaw,Action,X360,7.0,70.0,0.48
The Saboteur,Action,PS3,8.1,72.0,0.48
Metal Gear Rising: Revengeance,Action,X360,7.8,82.0,0.48
Theme Park Roller Coaster,Strategy,PS2,7.9,82.0,0.48
NHL 16,Sports,XOne,6.0,80.0,0.48
Midnight Club: Street Racing,Racing,GBA,5.3,50.0,0.48
Tiger Woods PGA Tour 06,Sports,XB,5.1,81.0,0.48
Fortune Street,Misc,Wii,7.5,68.0,0.48
FIFA World Cup Germany 2006,Sports,X360,6.6,72.0,0.48
World of Outlaws: Sprint Cars 2002,Racing,PS2,9.1,80.0,0.48
Children of Mana,Role-Playing,DS,6.0,65.0,0.48
Sonic the Hedgehog,Platform,PS3,4.1,43.0,0.48
Fantavision,Puzzle,PS2,6.3,72.0,0.47
X-Men: Next Dimension,Fighting,PS2,8.7,61.0,0.47
Dynasty Warriors Gundam,Action,PS3,6.9,60.0,0.47
Doom 3 BFG Edition,Shooter,X360,6.5,67.0,0.47
Spider-Man 3,Platform,Wii,5.3,53.0,0.47
Rock Band 4,Misc,XOne,6.4,79.0,0.47
James Bond 007: Blood Stone,Shooter,X360,7.1,62.0,0.47
Street Fighter X Tekken,Fighting,X360,4.4,83.0,0.47
Dark Sector,Shooter,PS3,7.6,72.0,0.47
ICO,Action,PS2,8.8,90.0,0.47
World of Warcraft: Warlords of Draenor,Action,PC,5.9,87.0,0.47
Ford Racing Off Road,Racing,Wii,6.3,37.0,0.47
Unreal Tournament III,Shooter,X360,7.6,82.0,0.47
FIFA Soccer 13,Action,WiiU,6.2,69.0,0.47
Victorious Boxers: Ippo's Road to Glory,Fighting,PS2,8.0,75.0,0.47
Valkyrie Profile 2: Silmeria,Role-Playing,PS2,9.0,84.0,0.47
Pinball Hall of Fame: The Williams Collection,Misc,Wii,8.8,82.0,0.47
Hot Wheels Velocity X,Racing,PS2,7.1,54.0,0.47
MySims Racing,Racing,Wii,7.4,68.0,0.47
F.E.A.R. 2: Project Origin,Shooter,PS3,7.9,79.0,0.47
The Sims 2: Pets,Simulation,Wii,7.3,65.0,0.47
L.A. Rush,Racing,PS2,8.0,58.0,0.47
Crash: Mind Over Mutant,Platform,X360,6.5,60.0,0.47
Viva Pinata: Trouble in Paradise,Simulation,X360,7.9,82.0,0.47
Epic Mickey 2: The Power of Two,Action,PS3,4.3,59.0,0.47
NBA Ballers: Phenom,Sports,PS2,8.5,69.0,0.47
Need for Speed Carbon,Racing,XB,7.4,74.0,0.47
Shadowrun,Role-Playing,X360,7.5,66.0,0.47
Crazy Taxi: Fare Wars,Racing,PSP,7.1,64.0,0.47
"Warhammer 40,000: Dawn of War II",Strategy,PC,8.1,85.0,0.47
Emergency Heroes,Racing,Wii,4.2,41.0,0.47
FlingSmash,Action,Wii,6.8,48.0,0.47
Downhill Domination,Racing,PS2,8.9,79.0,0.47
Dead Space Extraction,Shooter,Wii,8.1,82.0,0.47
Pirates of the Caribbean: Dead Man's Chest,Adventure,GBA,5.6,70.0,0.47
Silent Hill: Shattered Memories,Action,Wii,8.0,79.0,0.47
World Series of Poker,Misc,PS2,8.2,46.0,0.47
Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,DS,7.3,75.0,0.47
Rise of Nightmares,Action,X360,7.8,54.0,0.47
EA Sports UFC,Sports,XOne,6.3,70.0,0.47
Spider-Man 3,Platform,DS,6.5,79.0,0.47
Dead or Alive 4,Fighting,X360,8.2,85.0,0.47
Godzilla: Save the Earth,Fighting,PS2,8.7,62.0,0.47
Dance Dance Revolution: Mario Mix,Misc,GC,8.4,69.0,0.47
Metal Gear Solid: The Twin Snakes,Action,GC,9.0,85.0,0.47
Tiger Woods PGA Tour 07,Sports,Wii,6.9,71.0,0.47
Art Academy: Lessons for Everyone,Action,3DS,7.6,81.0,0.46
Mat Hoffman's Pro BMX 2,Sports,PS2,9.1,76.0,0.46
One Piece: Pirate Warriors 3,Action,PS4,7.4,74.0,0.46
2010 FIFA World Cup South Africa,Sports,PSP,7.4,69.0,0.46
Two Worlds II,Role-Playing,PS3,7.0,70.0,0.46
Football Manager 2015,Simulation,PC,6.0,80.0,0.46
SimCity Creator,Simulation,Wii,6.8,67.0,0.46
Dragon Ball Z: Collectible Card Game,Misc,GBA,5.5,62.0,0.46
Harry Potter and the Order of the Phoenix,Action,Wii,7.2,69.0,0.46
The Sims 3: Ambitions,Simulation,PC,7.3,74.0,0.46
Disney's Kim Possible 3: Team Possible,Platform,GBA,7.7,76.0,0.46
Rygar: The Legendary Adventure,Action,PS2,8.4,83.0,0.46
Syphon Filter: Logan's Shadow,Shooter,PSP,8.8,85.0,0.46
Kessen II,Strategy,PS2,8.3,71.0,0.46
Brothers In Arms: Earned in Blood,Shooter,PS2,7.9,71.0,0.46
Dragon Ball Z: Sagas,Fighting,PS2,5.4,49.0,0.46
MX vs. ATV: Alive,Racing,PS3,6.7,61.0,0.46
NBA Live 07,Sports,X360,4.9,59.0,0.46
Brothers In Arms: Road to Hill 30,Shooter,PS2,7.6,82.0,0.46
The Legend of Spyro: Dawn of the Dragon,Platform,DS,6.8,57.0,0.46
The Mark of Kri,Action,PS2,7.9,80.0,0.46
Need for Speed: Hot Pursuit,Racing,Wii,3.7,50.0,0.46
Crash Nitro Kart,Racing,GBA,8.3,77.0,0.46
Silent Hill: Downpour,Action,PS3,6.9,64.0,0.46
Jak and Daxter: The Lost Frontier,Platform,PS2,4.6,72.0,0.46
Star Wars: Demolition,Racing,PS,6.5,63.0,0.46
Delta Force: Black Hawk Down,Shooter,PS2,8.8,58.0,0.46
.hack//Outbreak Part 3,Role-Playing,PS2,8.7,70.0,0.46
MX vs. ATV Untamed,Racing,PS3,6.1,67.0,0.46
Boom Blox Bash Party,Puzzle,Wii,8.4,86.0,0.46
Top Spin,Sports,XB,8.2,89.0,0.46
Brothers In Arms: D-Day,Shooter,PSP,9.1,65.0,0.46
The Golden Compass,Action,X360,4.1,41.0,0.46
Tomb Raider: Legend,Action,PSP,7.9,67.0,0.46
Just Dance 2014,Misc,XOne,7.0,71.0,0.45
Enter the Matrix,Action,GC,8.0,63.0,0.45
LEGO The Hobbit,Action,X360,8.7,70.0,0.45
PlayStation All-Stars Battle Royale,Action,PSV,7.5,75.0,0.45
The Powerpuff Girls: Relish Rampage,Action,PS2,6.8,46.0,0.45
Bleach: The Blade of Fate,Fighting,DS,7.5,83.0,0.45
The Chronicles of Riddick: Escape from Butcher Bay,Shooter,XB,8.9,89.0,0.45
NFL Head Coach,Sports,PS2,6.9,66.0,0.45
Tomb Raider: Underworld,Action,Wii,7.2,70.0,0.45
Area 51,Shooter,PS2,8.4,75.0,0.45
NHL 2005,Sports,PS2,8.3,75.0,0.45
The New York Times Crosswords,Puzzle,DS,6.7,79.0,0.45
Star Wars Jedi Knight: Jedi Academy,Shooter,XB,8.7,76.0,0.45
Dynasty Warriors: Strikeforce,Action,PSP,6.8,65.0,0.45
Brain Challenge,Misc,DS,7.0,68.0,0.45
Enemy Territory: Quake Wars,Shooter,X360,7.3,69.0,0.45
Major League Baseball 2K11,Sports,X360,6.8,69.0,0.45
Burnout Dominator,Racing,PSP,8.2,76.0,0.45
Crash of the Titans,Action,Wii,5.8,69.0,0.45
Red Faction: Armageddon,Shooter,PS3,7.3,71.0,0.45
Tekken Advance,Fighting,GBA,8.2,82.0,0.45
Shin Megami Tensei: Persona 3,Role-Playing,PS2,8.4,86.0,0.45
Pirates of the Caribbean: At World's End,Action,Wii,7.2,53.0,0.45
Sega Rally Revo,Racing,X360,7.2,77.0,0.45
Samurai Warriors: Xtreme Legends,Action,PS2,8.6,72.0,0.45
LEGO Rock Band,Misc,DS,7.5,80.0,0.45
WWE WrestleMania 21,Fighting,XB,6.9,56.0,0.45
NBA Live 2005,Sports,GC,6.7,83.0,0.45
F.E.A.R. 3,Shooter,PS3,7.1,74.0,0.45
WWE Day of Reckoning,Fighting,GC,9.1,79.0,0.45
NBA Live 10,Sports,X360,7.7,80.0,0.45
Harry Potter and the Deathly Hallows - Part 1,Action,X360,5.0,38.0,0.45
Pro Evolution Soccer 2017,Sports,PS4,7.6,85.0,0.45
Sled Storm,Racing,PS2,7.7,73.0,0.45
Dead or Alive: Dimensions,Fighting,3DS,8.2,79.0,0.45
Wolfenstein: The New Order,Shooter,PC,8.2,81.0,0.45
Deadpool,Action,PS3,7.2,61.0,0.45
Watch Dogs,Action,PC,4.7,77.0,0.45
Mario Golf: Advance Tour,Sports,GBA,8.6,84.0,0.45
Celebrity Sports Showdown,Sports,Wii,4.6,50.0,0.45
F.E.A.R. 3,Shooter,X360,7.0,75.0,0.45
Disney Guilty Party,Misc,Wii,8.0,78.0,0.45
Silent Hill: Homecoming,Action,X360,6.9,70.0,0.45
"Warhammer 40,000: Space Marine",Shooter,PS3,7.4,70.0,0.44
Major League Baseball 2K6,Sports,PS2,5.2,70.0,0.44
World Soccer Winning Eleven 9,Sports,XB,7.9,89.0,0.44
Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,PS2,7.8,47.0,0.44
The Thing,Adventure,PS2,7.4,78.0,0.44
Van Helsing,Action,PS2,8.5,64.0,0.44
Mario Tennis Ultra Smash,Sports,WiiU,5.3,58.0,0.44
Virtua Tennis 4,Sports,PS3,6.6,69.0,0.44
X-Men Legends II: Rise of Apocalypse,Role-Playing,XB,8.7,84.0,0.44
Naruto Shippuden: Ultimate Ninja Storm Generations,Fighting,X360,7.2,74.0,0.44
Skylanders: Trap Team,Action,PS4,5.6,78.0,0.44
Worms: Open Warfare 2,Strategy,PSP,8.1,80.0,0.44
Spawn: Armageddon,Action,PS2,7.4,56.0,0.44
Sid Meier's Civilization Revolution,Strategy,DS,7.7,80.0,0.44
Tiger Woods PGA Tour 2003,Sports,XB,8.5,88.0,0.44
Battlefield 2: Modern Combat,Shooter,PS2,8.5,80.0,0.44
50 Cent: Bulletproof,Action,XB,5.9,50.0,0.44
Tony Hawk's Proving Ground,Sports,PS3,6.6,73.0,0.44
LEGO Star Wars II: The Original Trilogy,Action,XB,8.6,85.0,0.44
Viking: Battle for Asgard,Action,X360,8.0,68.0,0.44
Dragon Quest Heroes: Rocket Slime,Action,DS,7.6,83.0,0.44
Dance Dance Revolution: Hottest Party 3,Simulation,Wii,8.2,66.0,0.44
G-Force,Action,Wii,8.0,69.0,0.44
Transformers: Fall of Cybertron,Action,X360,8.3,79.0,0.44
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,Shooter,PSP,8.0,74.0,0.44
MX Unleashed,Racing,XB,9.3,81.0,0.44
Wario World,Platform,GC,7.2,71.0,0.44
DmC: Devil May Cry,Action,X360,5.1,86.0,0.44
FIFA Soccer 13,Action,PSV,4.1,57.0,0.44
The Legend of Spyro: Dawn of the Dragon,Platform,PS3,6.6,59.0,0.44
Samurai Warriors 3,Action,Wii,7.2,55.0,0.44
Ben 10 Alien Force: Vilgax Attacks,Action,Wii,4.0,65.0,0.44
TimeSplitters 2,Shooter,GC,9.0,88.0,0.44
Robert Ludlum's The Bourne Conspiracy,Action,X360,7.2,71.0,0.44
Eternal Darkness: Sanity's Requiem,Adventure,GC,8.7,92.0,0.44
Food Network: Cook or Be Cooked,Misc,Wii,6.8,53.0,0.44
Naruto: Ultimate Ninja 3,Fighting,PS2,8.7,75.0,0.44
The Darkness,Shooter,X360,8.1,82.0,0.44
Thrillville: Off the Rails,Strategy,Wii,2.8,70.0,0.44
Child of Eden,Shooter,X360,7.7,84.0,0.44
Spider-Man: Shattered Dimensions,Action,PS3,7.5,74.0,0.44
NFL Blitz 20-03,Sports,PS2,8.6,73.0,0.44
Eternal Sonata,Role-Playing,PS3,7.8,80.0,0.44
Star Wars: Jedi Starfighter,Simulation,XB,5.2,78.0,0.44
Classic NES Series: Metroid,Adventure,GBA,8.6,58.0,0.43
Nicktoons: Attack of the Toybots,Platform,Wii,6.0,60.0,0.43
Primal,Action,PS2,8.6,73.0,0.43
Ninja Gaiden 3,Action,PS3,5.0,58.0,0.43
Band Hero,Misc,DS,7.0,65.0,0.43
Need for Speed Underground 2,Racing,GBA,8.2,72.0,0.43
SSX Tricky,Sports,XB,8.5,88.0,0.43
Tetris Axis,Puzzle,3DS,6.8,74.0,0.43
Borderlands: The Handsome Collection,Shooter,XOne,7.8,80.0,0.43
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Action,PS2,8.4,68.0,0.43
Star Wars The Clone Wars: Republic Heroes,Action,PS3,5.3,43.0,0.43
NCAA Football 2004,Sports,XB,8.8,88.0,0.43
Bionicle,Action,PS2,3.6,51.0,0.43
Naruto Shippuden: Ultimate Ninja Storm Revolution,Fighting,PS3,7.5,73.0,0.43
Naughty Bear,Action,PS3,5.5,43.0,0.43
MLB 2002,Sports,PS,8.1,76.0,0.43
Deadpool,Action,X360,7.4,62.0,0.43
Lego Batman 3: Beyond Gotham,Action,XOne,7.1,74.0,0.43
MLB 14: The Show,Sports,PS3,6.8,81.0,0.43
Devil May Cry HD Collection,Action,X360,8.4,77.0,0.43
Hyperdimension Neptunia,Role-Playing,PS3,7.0,45.0,0.43
TimeSplitters,Shooter,PS2,8.0,81.0,0.43
InuYasha: The Secret of the Cursed Mask,Role-Playing,PS2,8.1,51.0,0.43
Mega Man Zero 2,Platform,GBA,8.6,81.0,0.43
Payday 2,Shooter,PS3,6.2,74.0,0.43
Ghostbusters: The Video Game,Action,PS2,8.7,64.0,0.43
Hunter: The Reckoning  Wayward,Action,PS2,8.8,68.0,0.43
EyeToy: AntiGrav,Sports,PS2,7.8,71.0,0.43
EverQuest Online Adventures,Role-Playing,PS2,8.2,74.0,0.43
OkamiDen,Adventure,DS,7.9,82.0,0.43
Hometown Story,Role-Playing,3DS,6.0,47.0,0.43
Just Dance 4,Misc,PS3,7.1,77.0,0.43
Mobile Suit Gundam: Zeonic Front,Simulation,PS2,8.8,71.0,0.43
Dawn of Mana,Role-Playing,PS2,6.8,57.0,0.43
Castlevania: Dawn of Sorrow,Platform,DS,8.5,89.0,0.43
Max Payne 3,Shooter,PC,7.6,87.0,0.43
Tales of the World: Radiant Mythology,Role-Playing,PSP,7.8,66.0,0.43
Alpha Protocol,Role-Playing,PS3,6.9,64.0,0.43
Wolfenstein: The Old Blood,Action,PS4,8.0,76.0,0.43
Rayman Legends,Platform,X360,8.2,90.0,0.43
Madden NFL 2003,Sports,GC,8.5,92.0,0.43
Disney Sing It,Misc,X360,5.2,53.0,0.43
Microsoft Flight Simulator X,Simulation,PC,7.6,80.0,0.43
SEGA Classics Collection,Misc,PS2,6.7,46.0,0.43
Crash: Mind Over Mutant,Platform,Wii,6.6,70.0,0.43
Naruto: Ninja Council 3,Action,DS,6.5,56.0,0.42
NBA Street,Sports,GC,8.6,88.0,0.42
Def Jam Icon,Action,PS3,4.4,68.0,0.42
2014 FIFA World Cup Brazil,Sports,X360,4.4,74.0,0.42
The Legend of Spyro: The Eternal Night,Platform,PS2,5.4,54.0,0.42
Atelier Totori: The Adventurer of Arland,Role-Playing,PS3,6.7,74.0,0.42
