name,user_score,user_count
MX vs. ATV: Alive,7.2,24.0
Shrek 2,8.4,5.0
Purr Pals,6.8,6.0
Assassin's Creed II,6.9,1611.0
Tak and the Power of Juju,9.2,19.0
Lips: Number One Hits,7.6,7.0
Turok: Evolution,6.7,9.0
Jak X: Combat Racing,7.7,63.0
American Idol,4.8,12.0
Red Dead Revolver,8.5,26.0
CrossworDS,6.8,6.0
Viva Pinata: Pocket Paradise,7.1,15.0
Sly Cooper: Thieves in Time,8.3,343.0
Iron Man,5.6,15.0
Spec Ops: The Line,8.0,350.0
The SpongeBob SquarePants Movie,8.5,8.0
NHL 14,6.0,79.0
F1 2013,6.3,40.0
Legends of WrestleMania,6.5,19.0
Tiger Woods PGA Tour 08,7.8,26.0
Dance Dance Revolution Ultramix,8.8,10.0
Crash Tag Team Racing,7.0,49.0
Front Mission 4,8.6,22.0
Rayman Origins,8.4,298.0
F.E.A.R.,7.4,64.0
Enslaved: Odyssey to the West,7.8,295.0
Dragon Ball Z: Shin Budokai,8.1,19.0
Tiger Woods PGA Tour 13,5.7,9.0
Dynasty Warriors: Gundam 3,7.5,20.0
Def Jam: Fight for NY,8.5,13.0
Tony Hawk: Shred,7.0,7.0
Tiger Woods PGA Tour 11,8.3,23.0
NBA Live 10,7.5,25.0
Metro 2033,7.9,351.0
Fire Emblem: Path of Radiance,8.9,141.0
Hotel Dusk: Room 215,8.6,102.0
Final Fantasy Explorers,7.0,87.0
SSX Tricky,8.6,18.0
Greg Hastings' Tournament Paintball,9.2,42.0
ESPN NBA Basketball,8.4,38.0
Dragon Ball Z: Ultimate Tenkaichi,5.8,52.0
Sacred 2: Fallen Angel,7.3,64.0
Two Worlds II,6.6,140.0
Over the Hedge,8.6,10.0
Mat Hoffman's Pro BMX,8.6,16.0
NHL 14,5.9,92.0
The Hobbit,8.6,14.0
War of the Monsters,8.9,68.0
Harry Potter and the Deathly Hallows - Part 1,5.0,11.0
NBA Street Vol. 2,8.1,7.0
The Incredible Hulk: Ultimate Destruction,8.7,38.0
Time Crisis: Razing Storm,5.9,15.0
Summer Sports: Paradise Island,4.6,7.0
Time Crisis II,7.9,20.0
NCAA March Madness 06,9.1,13.0
LEGO Dimensions,6.5,29.0
Valkyria Chronicles II,8.1,67.0
Tatsunoko vs. Capcom: Ultimate All-Stars,8.8,85.0
Rune Factory: A Fantasy Harvest Moon,8.1,52.0
Legacy of Kain: Defiance,9.3,49.0
NCAA March Madness 2005,8.3,13.0
007 Racing,4.6,14.0
Tactics Ogre: Let Us Cling Together,8.8,102.0
Conflict: Vietnam,8.1,21.0
Dragon's Crown,8.3,288.0
MLB SlugFest 20-04,8.3,8.0
NASCAR 09,7.9,8.0
Blitz: The League,7.7,14.0
Manhunt 2,7.1,46.0
Just Dance 2015,7.5,20.0
The LEGO Movie Videogame,6.9,49.0
Overwatch,6.8,4052.0
Peter Jackson's King Kong: The Official Game of the Movie,8.5,11.0
Burnout Revenge,8.4,66.0
Medal of Honor: European Assault,7.0,15.0
Ty the Tasmanian Tiger 2: Bush Rescue,8.2,22.0
The Lord of the Rings: The Fellowship of the Ring,6.6,10.0
NBA 06,6.3,27.0
Excite Truck,8.4,83.0
Magician's Quest: Mysterious Times,7.6,9.0
X-Men Legends,8.5,11.0
G-Force,9.0,5.0
StarCraft II: Legacy of the Void,8.3,833.0
ModNation Racers,7.7,22.0
LEGO Dimensions,6.1,18.0
WWE SmackDown vs. Raw 2010,8.3,4.0
Oni,7.8,22.0
Tom Clancy's Ghost Recon Advanced Warfighter 2,6.4,9.0
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,5.4,10.0
Terminator Salvation,3.9,70.0
The Lord of the Rings: The Two Towers,8.7,23.0
Batman: Arkham City,8.6,1847.0
Juiced,7.7,24.0
The Warriors,8.5,72.0
Star Fox Command,7.3,56.0
Dragon Age: Inquisition,5.1,235.0
Bulletstorm,7.7,288.0
Return to Castle Wolfenstein: Operation Resurrection,8.0,23.0
Mario Tennis: Power Tour,8.0,25.0
Seaman,8.4,16.0
Tales of Symphonia,7.2,6.0
Michael Jackson: The Experience,8.4,16.0
Stuntman: Ignition,6.2,12.0
F.E.A.R. 2: Project Origin,8.0,114.0
Mystery Dungeon: Shiren the Wanderer,8.2,21.0
GT Pro Series,4.0,21.0
Tiger Woods PGA Tour 11,7.8,19.0
The Golden Compass,5.2,6.0
Final Fantasy Chronicles,9.1,37.0
F1 2009,7.2,14.0
Syphon Filter 3,8.5,36.0
Metal Gear Solid 2: Substance,9.0,126.0
Tales of Symphonia: Dawn of the New World,7.1,93.0
NBA Live 08,5.3,19.0
We Love Katamari,8.9,51.0
Sesame Street: Once Upon A Monster,6.9,22.0
NCAA Football 2003,8.2,15.0
We Cheer,7.3,13.0
Madden NFL 07,4.2,22.0
LEGO Jurassic World,8.1,14.0
NBA Live 09,7.8,15.0
Rory McIlroy PGA Tour,3.7,78.0
SingStar Dance,3.9,8.0
Lords of the Fallen,6.6,425.0
Tomb Raider: Legend,7.1,96.0
Freedom Fighters,8.4,57.0
Silent Hill: Origins,7.8,107.0
Gun,7.8,29.0
Fight Night Round 3,8.1,22.0
The Punisher,8.2,56.0
Kirby and the Rainbow Curse,8.0,227.0
SSX On Tour,7.9,26.0
Disgaea 3: Absence of Justice,7.5,150.0
Tony Hawk's Pro Skater 3,8.0,6.0
Way of the Samurai 3,7.9,22.0
The Sims 2: Open for Business,8.6,35.0
Rune Factory 2: A Fantasy Harvest Moon,7.9,30.0
Harry Potter and the Prisoner of Azkaban,8.1,12.0
SimAnimals,7.5,4.0
NBA Live 2002,8.8,9.0
Way of the Samurai,8.2,19.0
The 3rd Birthday,6.1,113.0
Kung Fu Panda,7.3,18.0
Epic Mickey 2: The Power of Two,5.5,22.0
Pac-Man Fever,6.3,7.0
Spectrobes: Beyond the Portals,7.7,14.0
HSX HyperSonic.Xtreme,8.4,8.0
Lair,6.4,229.0
Madden NFL 2004,7.7,17.0
Summoner,7.8,12.0
Soul Sacrifice,8.2,298.0
DC Universe Online,7.4,139.0
NBA Live 07,7.5,4.0
IL-2 Sturmovik: Birds of Prey,8.4,18.0
100 All-Time Favorites,6.2,6.0
The Walking Dead: Survival Instinct,3.6,196.0
Major League Baseball 2K10,7.6,38.0
Alice in Wonderland,7.4,13.0
Ratatouille,4.8,4.0
NBA Live 2004,8.2,11.0
Iron Man,7.0,4.0
Alien: Isolation,7.8,314.0
Pro Evolution Soccer 2010,8.4,17.0
Disney's Kim Possible: Revenge of Monkey Fist,8.8,8.0
Naruto Shippuden: Clash of Ninja Revolution 3,8.1,21.0
Ace Combat Zero: The Belkan War,8.4,55.0
Dragon Age: Origins,8.6,3542.0
Dynasty Warriors,7.3,24.0
NHL 07,4.6,51.0
SoulCalibur: Broken Destiny,6.2,45.0
Dragon Ball: Raging Blast,7.5,33.0
Naruto Shippuden: Ultimate Ninja Storm 3,7.7,67.0
The BIGS,4.8,4.0
WWE 2K16,6.0,21.0
Dragon Ball Z: Supersonic Warriors,7.0,21.0
NBA Ballers,8.1,8.0
Silent Hill 4: The Room,7.8,191.0
Capcom Classics Collection,8.4,5.0
Tiger Woods PGA Tour 13,5.6,39.0
The Saboteur,8.2,141.0
Sonic Riders,7.2,25.0
Looney Tunes: Back in Action,7.5,6.0
NHL 09,8.4,61.0
Bully: Scholarship Edition,8.4,60.0
WWE SmackDown vs. RAW 2007,7.8,46.0
Midnight Club II,7.6,12.0
Ratatouille,6.7,12.0
Avatar: The Last Airbender,6.5,4.0
The Mummy Returns,7.0,11.0
Hitman: Blood Money,8.4,104.0
Lost: Via Domus,6.9,28.0
Crash: Mind Over Mutant,6.5,36.0
Activision Anthology,7.7,6.0
Picross DS,8.7,36.0
Pro Evolution Soccer 2012,6.6,55.0
Final Fantasy II Anniversary Edition,7.1,24.0
Test Drive Unlimited,7.3,29.0
Harry Potter and the Half-Blood Prince,6.6,9.0
Unit 13,7.5,169.0
R.U.S.E.,7.3,50.0
Theatrhythm: Final Fantasy,7.8,113.0
Goldeneye 007: Reloaded,6.0,96.0
Star Wars: Jedi Starfighter,8.3,8.0
Tactics Ogre: The Knight of Lodis,9.1,26.0
Sega Bass Fishing,6.3,9.0
Dead or Alive Ultimate,8.7,25.0
RPG Maker,8.2,9.0
Major League Baseball 2K12,6.4,22.0
Dance Dance Revolution Universe 2,7.4,5.0
Burnout Revenge,8.1,140.0
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,7.3,8.0
Madden NFL 13,7.3,4.0
Madden NFL 11,7.0,4.0
Monster Hunter,8.9,46.0
NBA Street Homecourt,8.2,30.0
Tony Hawk's Underground 2,8.9,17.0
SplashDown: Rides Gone Wild,8.7,16.0
Shrek SuperSlam,9.0,26.0
Rayman Advance,8.4,16.0
Wet,7.3,86.0
Tomb Raider: Anniversary,8.2,29.0
Fantastic 4,7.8,19.0
Men in Black II: Alien Escape,7.3,6.0
Alice: Madness Returns,8.1,157.0
Madden NFL 07,8.0,16.0
Spider-Man 2,5.0,6.0
Ridge Racer 3D,7.2,56.0
Picross 3D,8.4,33.0
Dynasty Warriors: Gundam 2,7.0,28.0
Cars Mater-National Championship,6.7,6.0
Super Monkey Ball 3D,5.5,31.0
Euro Truck Simulator,7.6,35.0
SpongeBob SquarePants: Creature from the Krusty Krab,5.6,7.0
F1 2012,6.9,56.0
Tony Hawk's Project 8,7.6,38.0
Bleach: Soul Resurreccion,7.2,46.0
The Matrix: Path of Neo,7.9,42.0
Dragon Ball Z: Supersonic Warriors 2,7.6,28.0
Sonic Lost World,6.5,144.0
WWE Wrestlemania X8,6.9,20.0
Boogie,5.3,54.0
GoldenEye: Rogue Agent,7.2,20.0
Fire Emblem: Radiant Dawn,8.7,180.0
The Sims,7.7,22.0
Plants vs. Zombies: Garden Warfare 2,7.7,111.0
Grandia III,8.3,53.0
Ace Combat: Assault Horizon,6.2,82.0
Scarface: The World is Yours,8.4,46.0
Resident Evil: The Mercenaries 3D,6.4,110.0
Star Wars Battlefront: Elite Squadron,5.0,8.0
SpongeBob SquarePants: Creature from the Krusty Krab,7.3,4.0
Backyard Baseball,7.2,10.0
Middle-Earth: Shadow of Mordor,4.6,77.0
Barbie Horse Adventures: Wild Horse Rescue,6.6,10.0
Pokemon Art Academy ,7.7,19.0
Medal of Honor,6.4,516.0
Asphalt 3D,4.4,24.0
Crazy Taxi,7.5,21.0
Dragon Ball Z: Burst Limit,7.6,41.0
Spy Hunter 2,6.4,8.0
Sniper: Art of Victory,3.6,16.0
Tales of Legendia,7.7,38.0
FIFA Soccer 09,6.1,31.0
Steel Diver,6.3,29.0
Bravely Second: End Layer,7.4,103.0
Alone in the Dark,5.7,162.0
Shrek the Third,6.1,9.0
Need for Speed: Porsche Unleashed,7.8,8.0
Far Cry 2,5.8,1345.0
NFL Street 2,6.5,11.0
Rock Band Unplugged,8.6,31.0
Skylanders: SuperChargers,5.6,65.0
You're in the Movies,5.5,20.0
Scene It? Lights Camera Action,8.1,21.0
MotorStorm: Apocalypse,7.7,155.0
Dark Sector,7.5,147.0
Tiger Woods PGA Tour 07,7.9,21.0
Plants vs. Zombies: Garden Warfare 2,8.1,79.0
Mario Golf: World Tour,8.2,76.0
Secret Weapons Over Normandy,8.2,19.0
Bratz: The Movie,5.0,4.0
Crash of the Titans,5.9,10.0
Dragon Ball: XenoVerse,7.1,62.0
Lollipop Chainsaw,7.0,260.0
The Saboteur,8.1,118.0
Metal Gear Rising: Revengeance,7.8,358.0
Theme Park Roller Coaster,7.9,17.0
Bass Pro Shops: The Strike,7.6,5.0
NHL 16,6.0,81.0
Midnight Club: Street Racing,5.3,6.0
Tiger Woods PGA Tour 06,5.1,11.0
Fortune Street,7.5,24.0
FIFA World Cup Germany 2006,6.6,33.0
World of Outlaws: Sprint Cars 2002,9.1,10.0
Children of Mana,6.0,21.0
Fantavision,6.3,9.0
X-Men: Next Dimension,8.7,13.0
Dynasty Warriors Gundam,6.9,16.0
Doom 3 BFG Edition,6.5,132.0
Spider-Man 3,5.3,29.0
Rock Band 4,6.4,54.0
James Bond 007: Blood Stone,7.1,63.0
Street Fighter X Tekken,4.4,177.0
Dark Sector,7.6,70.0
ICO,8.8,328.0
World of Warcraft: Warlords of Draenor,5.9,1154.0
Ford Racing Off Road,6.3,4.0
Unreal Tournament III,7.6,95.0
FIFA Soccer 13,6.2,49.0
Victorious Boxers: Ippo's Road to Glory,8.0,10.0
Valkyrie Profile 2: Silmeria,9.0,59.0
Pinball Hall of Fame: The Williams Collection,8.8,36.0
Hot Wheels Velocity X,7.1,16.0
MySims Racing,7.4,5.0
F.E.A.R. 2: Project Origin,7.9,98.0
The Sims 2: Pets,7.3,4.0
L.A. Rush,8.0,10.0
Crash: Mind Over Mutant,6.5,23.0
Viva Pinata: Trouble in Paradise,7.9,61.0
Epic Mickey 2: The Power of Two,4.3,24.0
NBA Ballers: Phenom,8.5,8.0
Need for Speed Carbon,7.4,11.0
Shadowrun,7.5,156.0
Crazy Taxi: Fare Wars,7.1,18.0
"Warhammer 40,000: Dawn of War II",8.1,1502.0
Hamsterz Life,9.0,13.0
Emergency Heroes,4.2,15.0
FlingSmash,6.8,13.0
Downhill Domination,8.9,32.0
Dead Space Extraction,8.1,82.0
Pirates of the Caribbean: Dead Man's Chest,5.6,5.0
Silent Hill: Shattered Memories,8.0,226.0
World Series of Poker,8.2,20.0
Final Fantasy Crystal Chronicles: Echoes of Time,7.3,21.0
Rise of Nightmares,7.8,44.0
EA Sports UFC,6.3,152.0
Spider-Man 3,6.5,17.0
Dead or Alive 4,8.2,223.0
Godzilla: Save the Earth,8.7,21.0
Dance Dance Revolution: Mario Mix,8.4,19.0
Metal Gear Solid: The Twin Snakes,9.0,142.0
Tiger Woods PGA Tour 07,6.9,44.0
Art Academy: Lessons for Everyone,7.6,22.0
Mat Hoffman's Pro BMX 2,9.1,7.0
Metal Gear Solid: The Essential Collection,8.9,9.0
One Piece: Pirate Warriors 3,7.4,118.0
2010 FIFA World Cup South Africa,7.4,9.0
Two Worlds II,7.0,65.0
Football Manager 2015,6.0,151.0
SimCity Creator,6.8,13.0
Dragon Ball Z: Collectible Card Game,5.5,4.0
Harry Potter and the Order of the Phoenix,7.2,28.0
The Sims 3: Ambitions,7.3,51.0
Disney's Kim Possible 3: Team Possible,7.7,6.0
Rygar: The Legendary Adventure,8.4,14.0
Syphon Filter: Logan's Shadow,8.8,47.0
Kessen II,8.3,22.0
Brothers In Arms: Earned in Blood,7.9,23.0
The Evil Within,7.6,172.0
Dragon Ball Z: Sagas,5.4,29.0
MX vs. ATV: Alive,6.7,11.0
NBA Live 07,4.9,60.0
Brothers In Arms: Road to Hill 30,7.6,30.0
The Legend of Spyro: Dawn of the Dragon,6.8,10.0
The Mark of Kri,7.9,29.0
Need for Speed: Hot Pursuit,3.7,18.0
Crash Nitro Kart,8.3,12.0
LEGO The Hobbit,7.0,10.0
Silent Hill: Downpour,6.9,262.0
Jak and Daxter: The Lost Frontier,4.6,32.0
The Sims 3: Outdoor Living Stuff,5.6,17.0
Star Wars: Demolition,6.5,6.0
Delta Force: Black Hawk Down,8.8,51.0
.hack//Outbreak Part 3,8.7,19.0
MX vs. ATV Untamed,6.1,8.0
Boom Blox Bash Party,8.4,37.0
Top Spin,8.2,31.0
Brothers In Arms: D-Day,9.1,64.0
The Golden Compass,4.1,14.0
Tomb Raider: Legend,7.9,30.0
Just Dance 2014,7.0,58.0
FIFA 15,2.4,35.0
Enter the Matrix,8.0,45.0
LEGO The Hobbit,8.7,11.0
NHL 15,2.8,47.0
PlayStation All-Stars Battle Royale,7.5,221.0
The Powerpuff Girls: Relish Rampage,6.8,5.0
Bleach: The Blade of Fate,7.5,23.0
The Chronicles of Riddick: Escape from Butcher Bay,8.9,85.0
NFL Head Coach,6.9,15.0
Tomb Raider: Underworld,7.2,20.0
Area 51,8.4,52.0
NHL 2005,8.3,23.0
The New York Times Crosswords,6.7,6.0
Karaoke Revolution Presents American Idol Encore,7.8,21.0
Lego Batman 3: Beyond Gotham,6.4,7.0
Star Wars Jedi Knight: Jedi Academy,8.7,30.0
Dynasty Warriors: Strikeforce,6.8,10.0
Brain Challenge,7.0,4.0
Enemy Territory: Quake Wars,7.3,26.0
Major League Baseball 2K11,6.8,24.0
Burnout Dominator,8.2,27.0
Crash of the Titans,5.8,22.0
Red Faction: Armageddon,7.3,58.0
Lego Batman 3: Beyond Gotham,7.0,20.0
Tekken Advance,8.2,13.0
Shin Megami Tensei: Persona 3,8.4,116.0
My Fashion Studio,6.8,6.0
Pirates of the Caribbean: At World's End,7.2,17.0
Sega Rally Revo,7.2,30.0
Samurai Warriors: Xtreme Legends,8.6,13.0
LEGO Rock Band,7.5,6.0
WWE WrestleMania 21,6.9,47.0
NBA Live 2005,6.7,7.0
F.E.A.R. 3,7.1,103.0
WWE Day of Reckoning,9.1,81.0
NBA Live 10,7.7,37.0
Harry Potter and the Deathly Hallows - Part 1,5.0,46.0
Pro Evolution Soccer 2017,7.6,478.0
Sled Storm,7.7,6.0
Dead or Alive: Dimensions,8.2,113.0
Wolfenstein: The New Order,8.2,1647.0
Deadpool,7.2,221.0
Watch Dogs,4.7,3288.0
Mario Golf: Advance Tour,8.6,14.0
Celebrity Sports Showdown,4.6,18.0
F.E.A.R. 3,7.0,139.0
Disney Guilty Party,8.0,4.0
Silent Hill: Homecoming,6.9,180.0
"Warhammer 40,000: Space Marine",7.4,162.0
Major League Baseball 2K6,5.2,27.0
World Soccer Winning Eleven 9,7.9,9.0
Teenage Mutant Ninja Turtles 2: Battle Nexus,7.8,12.0
The Thing,7.4,41.0
Van Helsing,8.5,19.0
Mario Tennis Ultra Smash,5.3,133.0
Virtua Tennis 4,6.6,28.0
X-Men Legends II: Rise of Apocalypse,8.7,199.0
Naruto Shippuden: Ultimate Ninja Storm Generations,7.2,47.0
Wolfenstein: The New Order,7.1,115.0
Skylanders: Trap Team,5.6,32.0
Worms: Open Warfare 2,8.1,25.0
Spawn: Armageddon,7.4,21.0
Sid Meier's Civilization Revolution,7.7,21.0
Tiger Woods PGA Tour 2003,8.5,11.0
Battlefield 2: Modern Combat,8.5,65.0
50 Cent: Bulletproof,5.9,21.0
LEGO Star Wars II: The Original Trilogy,8.6,15.0
Viking: Battle for Asgard,8.0,88.0
Petz: Catz 2,5.8,6.0
Dragon Quest Heroes: Rocket Slime,7.6,45.0
Dance Dance Revolution: Hottest Party 3,8.2,5.0
G-Force,8.0,6.0
Transformers: Fall of Cybertron,8.3,160.0
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,8.0,20.0
MX Unleashed,9.3,12.0
Madden NFL 12,6.2,5.0
Wario World,7.2,44.0
DmC: Devil May Cry,5.1,1438.0
FIFA Soccer 13,4.1,89.0
The Legend of Spyro: Dawn of the Dragon,6.6,36.0
Samurai Warriors 3,7.2,22.0
Ben 10 Alien Force: Vilgax Attacks,4.0,6.0
TimeSplitters 2,9.0,65.0
Robert Ludlum's The Bourne Conspiracy,7.2,63.0
Eternal Darkness: Sanity's Requiem,8.7,173.0
Food Network: Cook or Be Cooked,6.8,5.0
Naruto: Ultimate Ninja 3,8.7,33.0
The Darkness,8.1,196.0
Thrillville: Off the Rails,2.8,40.0
Child of Eden,7.7,95.0
Spider-Man: Shattered Dimensions,7.5,96.0
NFL Blitz 20-03,8.6,5.0
Eternal Sonata,7.8,117.0
Star Wars: Jedi Starfighter,5.2,5.0
Classic NES Series: Metroid,8.6,18.0
Nicktoons: Attack of the Toybots,6.0,8.0
Primal,8.6,53.0
Ninja Gaiden 3,5.0,152.0
Band Hero,7.0,4.0
Need for Speed Underground 2,8.2,13.0
SSX Tricky,8.5,11.0
Tetris Axis,6.8,28.0
Borderlands: The Handsome Collection,7.8,119.0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",8.4,17.0
Star Wars The Clone Wars: Republic Heroes,5.3,16.0
NCAA Football 2004,8.8,19.0
Bionicle,3.6,16.0
Naruto Shippuden: Ultimate Ninja Storm Revolution,7.5,100.0
Naughty Bear,5.5,49.0
MLB 2002,8.1,8.0
Deadpool,7.4,368.0
Lego Batman 3: Beyond Gotham,7.1,36.0
MLB 14: The Show,6.8,79.0
Devil May Cry HD Collection,8.4,93.0
Hyperdimension Neptunia,7.0,148.0
TimeSplitters,8.0,40.0
InuYasha: The Secret of the Cursed Mask,8.1,28.0
Mega Man Zero 2,8.6,18.0
Payday 2,6.2,181.0
WWE 2K16,5.4,25.0
Mass Effect Trilogy,8.7,63.0
Ghostbusters: The Video Game,8.7,6.0
Hunter: The Reckoning  Wayward,8.8,16.0
EyeToy: AntiGrav,7.8,5.0
EverQuest Online Adventures,8.2,33.0
OkamiDen,7.9,53.0
Hometown Story,6.0,24.0
Just Dance 4,7.1,29.0
Mobile Suit Gundam: Zeonic Front,8.8,23.0
Monopoly,7.2,6.0
Dawn of Mana,6.8,11.0
Castlevania: Dawn of Sorrow,8.5,171.0
Max Payne 3,7.6,2202.0
Tales of the World: Radiant Mythology,7.8,25.0
Alpha Protocol,6.9,117.0
Wolfenstein: The Old Blood,8.0,267.0
Rayman Legends,8.2,217.0
Madden NFL 2003,8.5,17.0
Disney Sing It,5.2,6.0
Microsoft Flight Simulator X,7.6,95.0
Bakugan: Battle Brawlers,5.7,7.0
SEGA Classics Collection,6.7,6.0
Crash: Mind Over Mutant,6.6,16.0
Naruto: Ninja Council 3,6.5,13.0
NBA Street,8.6,7.0
Def Jam Icon,4.4,40.0
2014 FIFA World Cup Brazil,4.4,93.0
The Legend of Spyro: The Eternal Night,5.4,28.0
Atelier Totori: The Adventurer of Arland,6.7,109.0
Mega Man Battle Network,8.9,24.0
Juiced: Eliminator,8.2,6.0
25 to Life,4.9,46.0
NHL 2K6,5.8,18.0
Medal of Honor: Rising Sun,6.4,13.0
The Sims,6.9,20.0
Dog's Life,3.1,157.0
Crash: Mind Over Mutant,6.5,8.0
Colony Wars,7.8,12.0
All-Star Baseball 2004,7.5,11.0
Skylanders: SuperChargers,5.4,5.0
NASCAR Thunder 2002,6.9,10.0
Batman: Arkham Origins Blackgate,6.8,106.0
Zone of the Enders HD Collection,8.0,42.0
2010 FIFA World Cup South Africa,6.7,11.0
ESPN NHL 2K5,8.5,14.0
Hot Wheels World Race,7.7,9.0
Superman: Shadow of Apokolips,7.2,9.0
Trials Fusion,7.2,244.0
American Chopper,7.5,13.0
NASCAR Kart Racing,8.1,9.0
Guitar Hero: Smash Hits,5.9,18.0
Lemony Snicket's A Series of Unfortunate Events,8.0,4.0
Test Drive,8.7,10.0
Pirates of the Caribbean: At World's End,7.0,11.0
James Bond 007: Everything or Nothing,8.2,25.0
NBA Live 06,7.6,13.0
MLB 08: The Show,7.3,7.0
Horsez,8.7,14.0
Dance Dance Revolution Ultramix 2,7.1,7.0
Mega Man Anniversary Collection,8.8,17.0
Crash: Mind Over Mutant,5.8,8.0
How to Train Your Dragon,7.0,4.0
Story of Seasons,8.2,54.0
Harry Potter and the Goblet of Fire,6.3,13.0
Thrillville: Off the Rails,1.7,30.0
Metro: Last Light,8.2,508.0
NBA 2K11,6.4,5.0
Mega Man X6,6.8,44.0
BloodRayne,8.5,26.0
Castlevania: Curse of Darkness,7.5,46.0
NBA 2K13,7.5,10.0
LEGO Rock Band,7.6,18.0
Black,8.0,51.0
Spec Ops: The Line,8.2,319.0
NHL Slapshot,8.1,7.0
Paper Mario: Color Splash,6.8,208.0
Valkyrie Profile: Covenant of the Plume,6.8,12.0
Vanquish,8.4,182.0
Solitaire Overload,9.2,12.0
TRON: Evolution,6.2,28.0
Pirates of the Caribbean: At World's End,7.0,10.0
Mega Man Legends 2,8.8,29.0
Blazing Angels: Squadrons of WWII,7.9,53.0
TERA,6.8,742.0
Attack on Titan: Humanity in Chains,4.5,34.0
The Suffering,8.9,40.0
Animal Crossing: Amiibo Festival,4.4,173.0
Zone of the Enders: The 2nd Runner,8.9,65.0
Just Dance 2014,5.5,51.0
NFL GameDay 2004,8.7,6.0
Condemned: Criminal Origins,8.2,146.0
Tomb Raider: The Last Revelation,8.6,50.0
pro evolution soccer 2011,6.7,7.0
Crash of the Titans,5.9,48.0
EA Sports UFC 2,6.0,77.0
Tom Clancy's Rainbow Six: Lockdown,6.6,28.0
TimeShift,7.9,63.0
Farming Simulator 17,8.7,12.0
Castlevania: The Dracula X Chronicles,7.8,62.0
Tom Clancy's HAWX 2,6.8,19.0
Battlefield: Hardline,5.3,81.0
Jimmy Neutron: Boy Genius,5.8,5.0
X-Men: The Official Game,7.5,20.0
Terraria,7.9,70.0
LEGO Dimensions,6.9,27.0
Football Manager Handheld 2011,7.7,6.0
300: March to Glory,7.1,14.0
Marvel Super Hero Squad,2.8,4.0
NHL 15,3.2,180.0
Tom Clancy's The Division,5.8,1188.0
Green Day: Rock Band,6.3,24.0
FIFA 14,1.8,69.0
F1 2014,4.1,28.0
Cars: Mater-National Championship,4.8,4.0
Call of Duty: Black Ops II,6.9,228.0
BioShock,8.5,3606.0
The Terminator: Dawn of Fate,5.7,18.0
Medal of Honor Heroes 2,7.6,82.0
Top Spin 4,8.2,70.0
Band Hero,4.4,7.0
Armored Core 2: Another Age,8.8,30.0
God Eater 2: Rage Burst,8.1,16.0
Mortal Kombat: Deadly Alliance,8.7,43.0
NiGHTS: Journey of Dreams,8.5,55.0
NBA 2K9,8.0,4.0
Marvel: Ultimate Alliance 2,4.6,15.0
Monster Jam: Urban Assault,7.8,6.0
Call of Duty: Advanced Warfare,4.5,1136.0
"Ed, Edd n Eddy: The Mis-Edventures",7.6,16.0
Disney's Tarzan Untamed,7.1,7.0
WWE All Stars,6.4,36.0
Green Day: Rock Band,6.6,32.0
Harry Potter and the Deathly Hallows - Part 1,6.0,4.0
Resistance: Burning Skies,6.8,245.0
Battlefield 2: Modern Combat,7.3,79.0
Knockout Kings 2001,8.5,6.0
From Russia With Love,7.6,36.0
Fantastic Pets,7.5,4.0
BlazBlue: Continuum Shift,8.0,65.0
Duke Nukem Forever,5.7,1183.0
Minority Report: Everybody Runs,5.0,14.0
Katamari Forever,8.1,50.0
NFL GameDay 2002,8.8,4.0
Spider-Man: Web of Shadows,8.6,87.0
Naughty Bear,5.6,70.0
Tak and the Power of Juju,8.2,9.0
Six Flags Fun Park,7.1,7.0
Beowulf: The Game,4.7,30.0
NBA Jam,8.5,20.0
Rune Factory 3: A Fantasy Harvest Moon,8.6,46.0
Tales of Zestiria,6.8,315.0
Metal Gear Solid: The Legacy Collection,9.0,255.0
NBA 2K10,8.6,11.0
Defender,7.8,6.0
Gauntlet: Seven Sorrows,5.7,20.0
Harry Potter: Quidditch World Cup,8.5,10.0
Cabela's Big Game Hunter 2010,5.0,9.0
Overlord,8.3,70.0
The Chronicles of Narnia: Prince Caspian,7.0,8.0
Life is Strange,8.6,672.0
Battalion Wars,8.8,18.0
Mass Effect Trilogy,7.4,30.0
The Wonderful 101,8.5,495.0
Asura's Wrath,7.4,169.0
The Legend of Spyro: Dawn of the Dragon,7.1,25.0
18 Wheeler: American Pro Trucker,5.7,18.0
Wall-E,5.0,7.0
Atari Anthology,4.3,6.0
FIFA 14,4.6,441.0
MLB 2006,9.0,21.0
Ragnarok Odyssey,7.8,111.0
The Gunstringer,8.1,40.0
Marvel: Ultimate Alliance,7.3,29.0
LEGO Harry Potter: Years 5-7,6.5,11.0
MX vs. ATV Unleashed,8.3,13.0
FIFA Soccer 13,6.6,286.0
Rampage: Total Destruction,6.7,6.0
The Urbz: Sims in the City,8.4,16.0
WWE SmackDown! vs. RAW 2006,8.5,37.0
Mafia II,7.9,1238.0
Pro Evolution Soccer 2016,7.2,40.0
NBA Live 2002,7.5,6.0
Sega Superstars Tennis,7.4,7.0
Spore Hero,7.1,36.0
I-Ninja,8.3,22.0
