name,user_score,user_count
Lightning Returns: Final Fantasy XIII,6.6,222.0
Shadow of Rome,8.3,62.0
NASCAR 2011: The Game,3.7,15.0
Harry Potter and the Order of the Phoenix,8.0,28.0
Transformers: Cybertron Adventures,6.5,8.0
Stuntman: Ignition,6.4,8.0
Gun,7.5,57.0
NHL 2K11,5.8,4.0
Fantastic 4,6.6,8.0
Rapala Pro Bass Fishing 2010,8.5,4.0
MotoGP,6.0,5.0
Batman: Arkham Origins Blackgate,6.8,38.0
Shadows of the Damned,8.1,124.0
R.U.S.E.,8.1,176.0
LEGO Marvel's Avengers,5.5,8.0
Rock Revolution,6.6,12.0
NBA Live 2004,9.0,4.0
Reign of Fire,7.0,4.0
The Sims 2: Pets,7.3,8.0
Ultimate NES Remix,7.6,32.0
Tropico 4,7.7,359.0
The BIGS,8.4,21.0
Jurassic Park: Operation Genesis,8.9,21.0
Knockout Kings 2002,7.9,7.0
Cabela's Big Game Hunter 2010,5.6,5.0
InuYasha: Feudal Combat,8.3,21.0
R.U.S.E.,7.0,38.0
Duel Masters,8.3,6.0
MotionSports: Adrenaline,7.4,7.0
The Dog Island,7.0,6.0
AC/DC LIVE: Rock Band Track Pack,7.2,5.0
NBA 07,6.3,10.0
Call of Juarez: The Cartel,5.7,109.0
My Japanese Coach,6.7,6.0
Need for Speed: Most Wanted,6.1,22.0
Section 8,7.3,59.0
ESPN NBA Basketball,8.2,25.0
Lowrider,8.4,11.0
Family Guy: Back to the Multiverse,6.4,31.0
All-Pro Football 2K8,6.8,52.0
Fish Tycoon,7.0,6.0
Plants vs. Zombies,8.2,160.0
Batman: Return to Arkham,8.5,79.0
Rune: Viking Warlord,7.3,11.0
The Incredible Hulk,6.4,24.0
Panzer Dragoon Orta,8.5,64.0
America's Test Kitchen: Let's Get Cooking,5.6,9.0
NPPL: Championship Paintball 2009,8.3,11.0
Suikoden Tierkreis,7.4,37.0
Superman Returns,6.2,49.0
Shin Megami Tensei: Devil Survivor,8.8,79.0
Angry Birds Star Wars,2.8,5.0
Tearaway Unfolded,8.1,188.0
MLB SlugFest 2006,7.5,10.0
Etrian Odyssey II: Heroes of Lagaard,8.9,24.0
The Incredible Hulk,6.8,20.0
Deadly Premonition,8.2,332.0
Ford Racing 3,6.6,8.0
The Adventures of Tintin: The Game,5.7,13.0
Phantasy Star Universe: Ambition of the Illuminus,8.4,8.0
Dragon Ball Z: Tenkaichi Tag Team,8.6,20.0
Etrian Odyssey Untold: The Millennium Girl,8.2,89.0
Final Fantasy V Advance,7.2,75.0
Need for Speed: Most Wanted,8.3,14.0
Star Wars: Bounty Hunter,7.6,16.0
Dynasty Warriors 7: Xtreme Legends,7.8,9.0
Bratz: The Movie,5.0,6.0
Naruto: Ultimate Ninja Heroes,6.6,11.0
Angry Birds Trilogy,3.5,27.0
Major League Baseball 2K9,4.5,10.0
WWE 2K17,5.5,27.0
Battlestations: Midway,7.1,40.0
Riding Spirits,9.0,17.0
Project CARS,5.8,135.0
MLB 09: The Show,6.9,7.0
Bust A Groove 2,8.9,35.0
Inazuma Eleven Strikers,7.9,10.0
NCAA March Madness 08,5.0,8.0
Armored Core: Nexus,8.7,7.0
Evolution Skateboarding,6.7,9.0
Outlaw Volleyball,8.4,7.0
Batman: Vengeance,5.8,16.0
Spider-Man: Web of Shadows,7.9,34.0
Legaia 2: Duel Saga,8.4,43.0
Crash Nitro Kart,7.4,8.0
Samurai Warriors 4,8.0,11.0
ExciteBots: Trick Racing,8.6,26.0
Oddworld: Stranger's Wrath,9.1,58.0
King of Fighters: Maximum Impact,6.9,12.0
Atelier Ayesha: The Alchemist of Dusk,6.6,120.0
Battleborn,6.8,402.0
Drakan: The Ancients' Gates,9.0,39.0
Resident Evil: Revelations,7.4,170.0
Tony Hawk: Shred,6.6,10.0
Tokyo Jungle,8.4,89.0
Army of Two: The Devil's Cartel,6.2,195.0
Puppeteer,8.5,236.0
Tom Clancy's Splinter Cell: Double Agent,6.5,41.0
Resident Evil: Deadly Silence,8.4,36.0
Legendary,7.1,87.0
Peter Jackson's King Kong: The Official Game of the Movie,7.5,79.0
Rayman DS,7.6,19.0
Zoo Tycoon 2: Ultimate Collection,8.4,14.0
All-Star Baseball 2003,8.1,7.0
MTX Mototrax,8.1,9.0
NBA ShootOut 2004,7.8,8.0
Nancy Drew: The Mystery of the Clue Bender Society,3.6,5.0
Castlevania: Harmony of Dissonance,8.2,39.0
Formula One 2001,6.0,5.0
Pirates of the Caribbean: Dead Man's Chest,8.6,7.0
Baldur's Gate: Dark Alliance II,7.9,16.0
Madden NFL 2005,7.7,7.0
MVP Baseball 2004,8.5,11.0
Polarium,8.4,17.0
Super Street Fighter II: Turbo Revival,7.4,10.0
Secret Weapons Over Normandy,8.8,4.0
The Elder Scrolls IV: Oblivion,8.1,2454.0
Metroid Prime Pinball,7.9,32.0
Teen Titans,8.6,17.0
One Piece: Pirate Warriors 3,3.7,7.0
Star Wars The Clone Wars: Republic Heroes,8.3,9.0
Bomberman Generation,8.5,15.0
Sega Rally Revo,7.2,9.0
Surfing H3O,4.6,8.0
NASCAR 09,7.8,15.0
NASCAR 09,7.5,10.0
Game of Thrones,5.2,126.0
Happy Feet,8.6,8.0
Silent Hunter 5: Battle of the Atlantic,3.5,104.0
Amped 2,7.7,20.0
Final Fantasy Crystal Chronicles: Echoes of Time,5.6,11.0
College Hoops 2K6,7.3,6.0
NHL 08,6.9,23.0
Just Dance 2015,6.8,4.0
The Legend of Legacy,7.1,54.0
Juiced 2: Hot Import Nights,6.4,5.0
WipEout XL,8.7,20.0
LEGO Star Wars III: The Clone Wars,7.5,44.0
The Powerpuff Girls: Chemical X-Traction,6.3,4.0
Dead or Alive Xtreme 2,6.7,42.0
PlayStation VR Worlds,7.1,73.0
Hunted: The Demon's Forge,6.2,70.0
Men of Valor,8.0,8.0
Medal of Honor European Assault,7.9,14.0
Billy Hatcher and the Giant Egg,8.7,31.0
NHL 08,8.2,44.0
WipEout Fusion,8.5,43.0
Prison Break: The Conspiracy,3.8,20.0
NHL 06,8.4,18.0
Imagine: Ballet Star,7.0,4.0
Anno 2205,5.9,278.0
Minute to Win It,3.0,4.0
Ultimate Fighting Championship,7.4,16.0
XIII,8.3,15.0
Up,6.5,4.0
Michael Jackson: The Experience,6.6,5.0
MotoGP '07,7.3,11.0
Cars,6.1,8.0
Hatsune Miku: Project Diva F 2nd,8.6,49.0
Need for Speed Rivals,3.3,546.0
The Mummy: Tomb of the Dragon Emperor,6.8,6.0
Def Jam Vendetta,8.5,8.0
The Sims 2,7.1,8.0
Spider-Man: Web of Shadows,6.9,13.0
The Bureau: XCOM Declassified,6.7,79.0
World Series Baseball 2K3,8.7,19.0
Tony Hawk's Proving Ground,6.2,19.0
Indiana Jones and the Staff of Kings,7.8,17.0
The Outfit,7.5,48.0
Don King Presents: Prizefighter,6.4,29.0
Devil Kings,7.4,12.0
Bolt,7.1,7.0
Spider-Man: Edge of Time,6.8,33.0
L.A. Noire: The Complete Edition,7.9,903.0
Dynasty Warriors 6,5.4,14.0
America's Army: Rise of a Soldier,7.4,21.0
Grandia,6.6,77.0
Pirates of the Caribbean: The Legend of Jack Sparrow,7.5,13.0
"Ed, Edd n Eddy: The Mis-Edventures",7.9,10.0
Armored Core 4,7.2,31.0
Dreamworks Madagascar Kartz,6.0,4.0
SBK Superbike World Championship,6.1,8.0
Indiana Jones and the Staff of Kings,6.8,11.0
X-Men Origins: Wolverine,6.1,10.0
Disgaea 2: Dark Hero Days,7.1,47.0
Major League Baseball 2K7,4.7,7.0
Final Fantasy XI: Chains of Promathia,8.0,10.0
The Chronicles of Riddick: Assault on Dark Athena,7.7,40.0
Teenage Mutant Ninja Turtles: Danger of the Ooze,5.9,8.0
X-Men Legends II: Rise of Apocalypse,6.2,26.0
Monster Jam: Path of Destruction,6.3,4.0
TV Superstars,4.9,8.0
Family Guy: Back to the Multiverse,5.0,51.0
Ninja Gaiden 3,4.4,136.0
Sid Meier's Civilization VI,7.3,684.0
Sword Art Online: Lost Song,6.3,60.0
NBA Courtside 2002,7.4,7.0
F1 2015,5.3,22.0
Sly Cooper: Thieves in Time,8.2,148.0
Dora the Explorer: Journey to the Purple Planet,7.0,4.0
Digimon World: Data Squad,8.0,20.0
Catz,7.9,8.0
Hitman: Absolution,7.0,1327.0
Stella Glow,8.7,82.0
Racquet Sports,8.6,15.0
Trials Fusion,7.1,158.0
Mega Man X Collection,8.8,14.0
Far Cry Instincts Predator,6.2,80.0
Onechanbara Z2: Chaos,6.5,72.0
Ben 10 Ultimate Alien: Cosmic Destruction,8.6,5.0
Skylanders SWAP Force,6.4,13.0
Army Men: Sarge's Heroes 2,7.3,7.0
MLB,7.9,18.0
Skylanders: SuperChargers,5.5,17.0
Ys: Memories of Celceta,8.8,237.0
Britney's Dance Beat,4.8,20.0
Vexx,7.6,11.0
Samurai Warriors 4,8.1,74.0
Ace Combat: Assault Horizon Legacy,7.8,26.0
TimeSplitters: Future Perfect,9.1,117.0
Dynasty Warriors Next,7.5,73.0
Harvest Moon: Magical Melody,8.9,44.0
Genma Onimusha,8.6,10.0
DK: King of Swing,5.0,6.0
Turning Point: Fall of Liberty,5.5,33.0
Homefront,5.5,531.0
Corvette,8.6,12.0
Percy Jackson and the Olympians: The Lightning Thief,6.9,12.0
Fuel,7.4,36.0
NBA Live 10,4.2,10.0
Burnout 2: Point of Impact,5.1,23.0
Super Monkey Ball Deluxe,7.7,13.0
Kill.Switch,8.0,7.0
BioShock 2,8.0,1247.0
Lunar: Silver Star Harmony,7.7,47.0
Peter Jackson's King Kong: The Official Game of the Movie,8.3,8.0
Dancing With The Stars,6.2,5.0
The Simpsons: Road Rage,7.7,12.0
Dynasty Warriors 7,8.0,46.0
Total War: Attila,7.3,520.0
Azurik: Rise of Perathia,8.5,14.0
Dragon Ball Z: Sagas,6.1,8.0
AC/DC LIVE: Rock Band Track Pack,5.3,14.0
Crash Tag Team Racing,7.1,25.0
NHRA Championship Drag Racing,9.1,20.0
Monster Jam,5.9,7.0
Asura's Wrath,6.5,131.0
Harvest Moon: Another Wonderful Life,9.2,60.0
Final Fantasy Fables: Chocobo Tales,7.4,28.0
NCAA College Basketball 2K3,8.0,6.0
NHL 17,4.0,38.0
Bakugan: Battle Brawlers,5.2,9.0
Fantastic 4,4.0,6.0
Tony Hawk's American Sk8land,5.4,5.0
Singularity,7.7,100.0
Metro 2033,8.1,1472.0
Dragon Ball: XenoVerse,6.7,46.0
Valhalla Knights,6.3,15.0
Destiny: The Collection,8.1,9.0
The Adventures of Tintin: The Game,6.1,12.0
Etrian Mystery Dungeon,7.9,49.0
Zumba Fitness: World Party,6.2,40.0
Luminous Arc,7.0,24.0
Boogie SuperStar,8.6,14.0
4x4 EVO 2,6.2,5.0
Grand Theft Auto,7.1,23.0
Avalon Code,7.4,13.0
Dreamcast Collection,5.2,10.0
Resident Evil Archives: Resident Evil Zero,8.2,37.0
Rocket League,8.3,194.0
My Street,3.9,14.0
Spider-Man: Shattered Dimensions,7.7,15.0
Ghost Rider,5.7,13.0
Shadow Hearts: Covenant,9.1,54.0
X-Men: Destiny,4.8,37.0
Driver '76,7.9,18.0
Harry Potter and the Order of the Phoenix,6.6,25.0
Midway Arcade Treasures: Extended Play,7.8,8.0
Galaga: Destination Earth,8.0,10.0
Dynasty Warriors 6 Empires,7.3,28.0
The Testament of Sherlock Holmes,7.4,34.0
FIFA World Cup Germany 2006,8.4,9.0
NBA Live 14,2.7,175.0
G.I. Joe: The Rise of Cobra,4.7,22.0
Game of Thrones,5.5,81.0
LEGO Marvel's Avengers,6.8,15.0
PDC World Championship Darts 2008,5.4,7.0
X-Men: Destiny,5.0,72.0
Pro Evolution Soccer 2014,4.3,113.0
Angry Birds,7.3,19.0
Pure Futbol,7.5,30.0
Afro Samurai,6.2,57.0
Ar tonelico Qoga: Knell of Ar Ciel,5.4,101.0
NASCAR 08,8.2,9.0
Broken Sword: Shadow of the Templars - The Director's Cut,8.1,14.0
Divinity II: Ego Draconis,6.4,36.0
Birds of Steel,8.4,18.0
DC Universe Online,6.8,243.0
Bakugan: Battle Brawlers,8.2,5.0
Naruto: Path of the Ninja 2,7.5,6.0
Karaoke Revolution Volume 2,7.0,4.0
Prince of Persia: The Forgotten Sands,8.1,31.0
Disney's A Christmas Carol,6.5,4.0
NBA Live 15,5.6,86.0
NASCAR Thunder 2004,9.1,15.0
Buffy the Vampire Slayer,9.1,31.0
Harry Potter and the Goblet of Fire,5.8,10.0
Sands of Destruction,7.9,18.0
Harry Potter and the Goblet of Fire,6.0,6.0
Viva Pinata: Party Animals,6.2,18.0
World Series Baseball,8.8,6.0
Test Drive: Eve of Destruction,9.1,23.0
Dynasty Warriors: Gundam Reborn,7.5,25.0
Hatsune Miku: Project Diva f,8.0,90.0
The Legend of Heroes: Trails of Cold Steel,7.5,132.0
Jeremy McGrath Supercross World,3.4,16.0
The Scorpion King: Rise of the Akkadian,7.2,6.0
The Club,6.5,15.0
Meteos,7.5,164.0
Star Wars Jedi Knight II: Jedi Outcast,7.8,19.0
Tom Clancy's Splinter Cell,8.7,25.0
Virtua Tennis 4,6.2,12.0
ESPN NHL Hockey,7.0,22.0
DiRT Showdown,6.4,53.0
The Incredible Hulk: Ultimate Destruction,8.0,22.0
Gundam Battle Assault,7.8,4.0
XCOM 2,7.1,1221.0
Tony Hawk's Downhill Jam,6.2,13.0
Cross Edge,7.2,82.0
The Lord of the Rings: Aragorn's Quest,7.8,5.0
Tribes: Aerial Assault,8.8,47.0
Looney Tunes: Acme Arsenal,5.1,14.0
Madagascar: Escape 2 Africa,6.8,4.0
NBA 2K6,8.6,31.0
NASCAR 08,5.0,14.0
Mafia,7.7,22.0
Grand Slam Tennis 2,5.2,17.0
Dynasty Warriors: Strikeforce,5.7,12.0
Airblade,5.8,12.0
Epic Mickey 2: The Power of Two,5.6,46.0
Carnival Island,5.2,5.0
Tom Clancy's Rainbow Six: Siege,6.9,734.0
Genji: Dawn of the Samurai,8.3,19.0
The Italian Job,6.3,4.0
TrackMania: Build to Race,6.8,5.0
Ultimate Band,5.5,4.0
Freedom Fighters,8.2,23.0
Soldier of Fortune II: Double Helix,6.5,13.0
Lunar Knights,7.8,25.0
Final Fantasy XI: Treasures of Aht Urhgan,7.1,13.0
WWE All Stars,7.4,7.0
Alundra,9.0,41.0
Mortal Kombat: Armageddon,8.4,33.0
Madden NFL 13,6.7,30.0
Bratz: Girlz Really Rock,8.4,7.0
Transformers: Devastation,7.5,160.0
Hannah Montana: The Movie,3.4,17.0
BlowOut,6.2,5.0
NFL Blitz Pro,8.5,14.0
Tiger Woods PGA Tour 2003,8.0,5.0
Pinball Hall of Fame: The Gottlieb Collection,8.1,13.0
Disgaea: Afternoon of Darkness,8.2,69.0
Toukiden Kiwami,8.6,42.0
SSX On Tour,8.1,44.0
Rune Factory: Tides of Destiny,7.9,44.0
Ys Seven,8.5,65.0
Lumines: Electronic Symphony,7.8,85.0
Tony Hawk's Proving Ground,6.7,6.0
The Polar Express,4.3,6.0
AC/DC LIVE: Rock Band Track Pack,4.9,10.0
Valhalla Knights 2,5.4,13.0
Spec Ops: The Line,8.2,1237.0
Saint Seiya: Sanctuary Battle,7.3,34.0
NBA ShootOut 2003,5.9,8.0
Need For Speed: Undercover,6.7,6.0
Guitar Hero Live,5.5,19.0
Rogue Ops,9.2,6.0
Killer is Dead,7.9,215.0
F1 2014,4.1,20.0
Legion: The Legend of Excalibur,7.0,6.0
LEGO Jurassic World,7.6,11.0
Spartan: Total Warrior,8.4,65.0
Justice League Heroes,7.8,5.0
Conflict: Vietnam,7.3,9.0
Whirl Tour,7.0,5.0
NBA Street: Showdown,8.5,15.0
pro evolution soccer 2011,5.4,7.0
Skies of Arcadia Legends,9.2,95.0
Breath of Fire,8.8,9.0
Risen 2: Dark Waters,5.6,751.0
Ford vs. Chevy,8.0,5.0
LEGO The Hobbit,7.8,11.0
NCAA Football 2005,9.0,5.0
Hamtaro: Ham-Ham Games,7.8,6.0
Danny Phantom: The Ultimate Enemy,8.8,4.0
Soul Sacrifice Delta,8.4,125.0
NASCAR 2011: The Game,3.1,9.0
Spider-Man: Edge of Time,7.2,29.0
Ride,7.0,47.0
Spirit Camera: The Cursed Memoir,6.1,28.0
Galactic Wrestling: Featuring Ultimate Muscle,8.0,5.0
FaceBreaker K.O. Party,5.6,7.0
Dino Stalker,6.3,8.0
Mega Man Zero 3,9.0,22.0
Super Swing Golf,7.8,15.0
G-Force,7.6,7.0
Luminous Arc 2,7.7,14.0
Shinobi,7.3,33.0
Tony Hawk's Downhill Jam,7.0,7.0
Risen 2: Dark Waters,5.2,37.0
Age of Empires: The Age of Kings,7.9,59.0
MotoGP 09/10,5.4,28.0
The Lord of the Rings: The Third Age,8.5,12.0
Dinosaur King,8.0,9.0
The Suffering,8.8,23.0
Pitfall: The Big Adventure,6.3,6.0
Tetris Worlds,5.6,8.0
The Sims 4: Get Together,7.3,117.0
Viewtiful Joe 2,8.3,19.0
LEGO Harry Potter: Years 5-7,8.5,44.0
Child of Eden,7.8,25.0
Touch the Dead,5.6,5.0
Nickelodeon Party Blast,4.3,7.0
Jackass the Game,7.0,12.0
Ragnarok DS,5.8,17.0
Shellshock: Nam '67,7.0,14.0
Magna Carta: Tears of Blood,7.0,22.0
All-Star Baseball 2002,5.6,9.0
Capcom vs. SNK,9.0,24.0
Pinball Hall of Fame: The Williams Collection,7.9,8.0
Aliens vs Predator: Requiem,5.6,19.0
Dishonored 2,6.8,156.0
Asphalt: Injection,4.8,28.0
From Russia With Love,8.5,13.0
Guitar Hero: Smash Hits,8.3,6.0
NBA Live 09 All-Play,5.9,14.0
NFL Quarterback Club 2002,7.8,6.0
NCAA Basketball 09,5.6,8.0
Shin Megami Tensei: Persona,8.0,47.0
Lords of the Fallen,6.7,166.0
LEGO The Lord of the Rings,8.2,127.0
Growlanser: Heritage of War,7.9,9.0
Ben 10 Alien Force: Vilgax Attacks,8.3,4.0
Rugby 2004,6.8,65.0
Senran Kagura 2: Deep Crimson ,6.8,56.0
NBA 06,5.4,8.0
KORG DS-10 Synthesizer,8.2,13.0
Naruto: Ninja Council,7.1,9.0
Tropico 3,6.6,22.0
Deadly Creatures,8.8,36.0
Naruto Shippuden: Ultimate Ninja Storm Revolution,7.3,44.0
Dead Island,6.8,1428.0
NFL 2K3,8.3,15.0
Hunted: The Demon's Forge,6.0,116.0
American Idol,4.8,5.0
Britney's Dance Beat,7.4,5.0
Shrek SuperSlam,7.8,6.0
Full Auto,7.8,36.0
Herdy Gerdy,5.0,12.0
Afrika,6.2,34.0
The Crew,6.4,94.0
Over G Fighters,6.0,49.0
Angry Birds Star Wars,2.0,87.0
Hot Shots Tennis: Get a Grip,8.0,17.0
Star Wars: The Force Unleashed II,4.0,5.0
The Dukes of Hazzard: Return of the General Lee,6.8,8.0
Crash 'N' Burn,8.0,7.0
NBA,6.9,14.0
Teenage Mutant Ninja Turtles: Smash-Up,8.4,12.0
Disaster Report,8.0,7.0
Armored Core V,7.2,37.0
College Hoops 2K7,8.2,12.0
Rampage: Total Destruction,5.6,19.0
The Bard's Tale,8.6,14.0
Robotech: The Macross Saga,6.5,4.0
Yu Yu Hakusho: Dark Tournament,8.5,18.0
Conflict Zone,7.4,8.0
Code Name: S.T.E.A.M.,7.7,125.0
The Bureau: XCOM Declassified,6.7,118.0
Star Wars: Battlefront,3.5,1509.0
BloodRayne,7.5,6.0
NHL 2K6,7.5,26.0
Hannah Montana: The Movie,3.8,48.0
Tenchu: Return From Darkness,7.0,6.0
World Poker Tour,8.6,5.0
Neo Contra,7.1,8.0
MVP Baseball,7.7,16.0
Where's Waldo? The Fantastic Journey,8.9,8.0
Tony Hawk's American Sk8land,8.7,55.0
Viewtiful Joe 2,7.7,17.0
The BIGS 2,6.2,35.0
Quake III: Revolution,7.2,11.0
Pac-Man World 3,5.2,13.0
50 Cent: Blood on the Sand,6.4,64.0
Journey,8.8,1381.0
SBK X: Superbike World Championship,7.5,4.0
Robotech: Battlecry,7.0,10.0
Dragon Ball: Fusions,7.6,16.0
Madden NFL 07,6.5,10.0
HBO Boxing,4.0,5.0
Bass Pro Shops: The Strike,5.8,5.0
Darkwatch,8.1,21.0
Disgaea D2: A Brighter Darkness,8.1,61.0
Maximo vs Army of Zin,7.8,13.0
Assassin's Creed Syndicate,5.9,544.0
Summoner 2,8.3,22.0
Shadow of Destiny,8.2,19.0
Ninja Gaiden: Dragon Sword,7.8,36.0
Cabela's Deer Hunt: 2004 Season,8.4,16.0
Brunswick Pro Bowling,7.3,4.0
World of Final Fantasy,8.6,46.0
Danganronpa Another Episode: Ultra Despair Girls,8.4,77.0
Pro Evolution Soccer 2012,7.0,12.0
The Legend of Spyro: The Eternal Night,6.4,15.0
The Wolf Among Us,8.4,259.0
Cursed Mountain,7.6,33.0
Age of Empires: Mythologies,6.9,20.0
SBK Superbike World Championship,8.0,6.0
Bionicle,4.2,5.0
Heroes of Ruin,7.4,50.0
A Boy and His Blob,8.7,35.0
Baja: Edge of Control,5.0,11.0
G.I. Joe: The Rise of Cobra,4.8,13.0
UFC Undisputed 2010,7.0,13.0
World Series of Poker,6.4,20.0
Rayman Raving Rabbids,7.3,19.0
Deus Ex: The Conspiracy,8.9,49.0
Unreal II: The Awakening,5.3,20.0
Rumble Racing,8.2,9.0
Spider-Man: Web of Shadows,4.1,16.0
Vampire Rain,2.9,44.0
Batman Begins,7.1,21.0
NBA Live 15,6.8,53.0
JSRF: Jet Set Radio Future,8.2,102.0
NHL Hitz 20-02,8.7,7.0
Way of the Samurai 3,6.8,16.0
NCAA Football 2003,8.1,9.0
Hitman: HD Trilogy,7.6,46.0
J Stars Victory Vs.,7.9,29.0
de Blob 2,7.1,34.0
Greg Hastings Paintball 2,8.3,7.0
ESPN Winter X Games: Snowboarding 2002,7.9,8.0
Final Fantasy Fables: Chocobo's Dungeon,8.0,20.0
Project: Snowblind,8.3,23.0
Prison Break: The Conspiracy,4.7,19.0
You Don't Know Jack,7.7,6.0
Mortal Kombat: Special Forces,2.4,17.0
Mega Man Legacy Collection,7.1,26.0
The Last Airbender,6.6,5.0
NCAA March Madness 07,7.1,15.0
StokEd,8.6,19.0
Evil Dead: Regeneration,8.5,8.0
Defiance,6.5,661.0
NHL 2003,7.9,12.0
Tiger Woods PGA Tour,7.4,14.0
NHL 2K3,7.8,17.0
You Don't Know Jack,7.9,29.0
Final Fight One,7.8,8.0
Tony Hawk's Pro Skater 5,1.5,427.0
MLB 10: The Show,6.6,8.0
Gallop Racer 2003: A New Breed,8.5,15.0
Frogger 3D,5.5,8.0
Blue Dragon Plus,6.5,15.0
BeyBlade VForce: Super Tournament Battle,7.5,18.0
Dead to Rights: Retribution,7.0,34.0
Dragon Ball Z: Sagas,6.6,11.0
X2: Wolverine's Revenge,6.4,9.0
Power Rangers: Wild Force,6.9,8.0
Tenchu: Shadow Assassins,7.8,24.0
Lost Planet 3,5.5,102.0
Beyblade G-Revolution,7.8,5.0
Capcom Fighting Evolution,4.8,5.0
Assassin's Creed The Ezio Collection,7.4,49.0
God of War Collection,7.4,133.0
Anarchy Reigns,8.2,106.0
Mobile Suit Gundam: Crossfire,5.1,47.0
Suikoden Tactics,8.6,17.0
NCAA March Madness 06,7.2,5.0
Sniper: Ghost Warrior 2,5.7,110.0
EVE Online,7.5,280.0
Phantasy Star Online,9.1,33.0
Crazy Taxi 3: High Roller,8.5,13.0
Midnight Club 3: DUB Edition Remix,5.3,18.0
The Bible Game,5.4,22.0
Thrillville,2.8,39.0
"Warhammer 40,000: Space Marine",7.4,596.0
The King of Fighters Collection: The Orochi Saga,8.5,4.0
Disney's Planes,5.3,9.0
Saturday Night Speedway,8.7,7.0
Zombie Army Trilogy,6.8,88.0
MLB SlugFest 20-03,7.8,5.0
The Con,7.3,16.0
Pitfall: The Lost Expedition,8.9,12.0
Need for Speed Carbon: Own the City,7.5,15.0
Enchanted Arms,5.9,40.0
Le Mans 24 Hours,7.6,9.0
The Witch and the Hundred Knight,7.5,80.0
Dragon Ball Z: Harukanaru Densetsu,6.2,10.0
Harvest Moon: More Friends of Mineral Town,9.2,40.0
X2: Wolverine's Revenge,7.2,5.0
NBA 2K2,7.6,5.0
Code of Princess,7.6,73.0
Major League Baseball 2K11,6.3,9.0
Dark Messiah of Might and Magic Elements,7.0,48.0
Planet 51,5.8,4.0
Dead to Rights II,5.3,7.0
FIFA 16,4.4,296.0
Teenage Mutant Ninja Turtles: Danger of the Ooze,6.4,7.0
NBA Live 14,3.1,88.0
Kung Fu Rider,3.7,21.0
DarkStar One: Broken Alliance,7.2,19.0
Dragon Ball: Xenoverse 2,7.3,29.0
WRC: FIA World Rally Championship,4.5,4.0
Odin Sphere: Leifthrasir,8.2,178.0
Ty the Tasmanian Tiger 2: Bush Rescue,8.6,11.0
Body and Brain Connection,4.8,4.0
Dragon Ball: Revenge of King Piccolo,7.3,15.0
Warriors Orochi,6.6,10.0
MVP Baseball 2003,9.0,9.0
Monster Jam,6.4,5.0
Infinite Space,9.0,61.0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",6.0,6.0
NBA 07,7.0,5.0
Two Worlds II,6.5,315.0
IHRA Drag Racing 2004,7.4,7.0
The Legend of Heroes: Trails of Cold Steel,7.7,128.0
Clive Barker's Jericho,7.1,52.0
Tekken 3D: Prime Edition,5.9,39.0
Marvel: Ultimate Alliance 2,6.7,9.0
Front Mission Evolved,6.1,24.0
From Russia With Love,8.8,12.0
Apache: Air Assault,6.1,12.0
Dying Light,7.9,1295.0
Grandia II,8.8,57.0
Ridge Racer 6,7.1,28.0
My Secret World by Imagine,8.8,5.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,7.0,10.0
Zone of the Enders HD Collection,8.8,20.0
Record of Agarest War,7.0,35.0
Gladius,8.0,22.0
Earth Defense Force: Insect Armageddon,7.0,24.0
Dave Mirra Freestyle BMX 2,8.2,6.0
SpongeBob SquarePants: Revenge of the Flying Dutchman,8.3,10.0
Taiko Drum Master,8.1,8.0
Dungeon Hunter Alliance,6.4,61.0
Forgotten Realms: Demon Stone,6.8,18.0
Soldier of Fortune: Payback,5.6,20.0
Afro Samurai,6.1,27.0
Silent Hill: Book of Memories,5.1,102.0
Playboy: The Mansion,7.5,18.0
Baja: Edge of Control,7.1,18.0
Tiger Woods PGA Tour 06,7.9,8.0
Bleach: The 3rd Phantom,8.0,10.0
MC Groovz Dance Craze,6.8,9.0
The Thing,6.6,14.0
Untold Legends: Dark Kingdom,7.2,36.0
Plants vs. Zombies,7.9,60.0
Baldur's Gate: Dark Alliance,8.3,26.0
Prince of Persia: Warrior Within,8.6,20.0
Warriors Orochi,7.4,13.0
Predator: Concrete Jungle,8.8,76.0
Cabela's Survival: Shadows of Katmai,8.0,5.0
Arcana Heart 3,7.5,27.0
X-Men Origins: Wolverine,8.1,8.0
Big Mutha Truckers 2,2.1,9.0
Armored Core 4,6.8,25.0
Solatorobo: Red the Hunter,7.9,23.0
NHL FaceOff 2001,4.0,4.0
Mana Khemia 2: Fall of Alchemy,8.2,17.0
The Great Escape,8.0,21.0
Castlevania: Lords of Shadow 2,7.8,528.0
Big Mutha Truckers,4.3,9.0
Way of the Samurai 4,6.5,15.0
The Hobbit,9.2,17.0
The King of Fighters XI,8.5,15.0
Tom Clancy's Splinter Cell: Essentials,7.5,39.0
Major League Baseball 2K12,4.4,5.0
Family Guy,6.3,15.0
Dead Space 3,6.0,1096.0
Sniper Elite,8.9,36.0
Harry Potter and the Goblet of Fire,7.4,16.0
Breath of Fire II,8.8,16.0
Test Drive Unlimited 2,5.7,253.0
UFC Personal Trainer: The Ultimate Fitness System,2.4,5.0
Conan,7.3,67.0
